-8.648767239812716E13,-3219161.0
-9.26492268757291E13,-3095601.0
-1.5364468516673168E13,-3095601.0
-1.7775936942681534E10,-3095601.0
-1.780572311866932E10,-3095601.0
-3.828703653317495E10,-3095601.0
-1.2767794419917862E11,-3095601.0
-1.1391627615593959E11,-3095601.0
-2.842122607811783E12,-3095601.0
-2.528713797971271E13,-3095601.0
-2.528431033443438E13,-3095601.0
-8.692033971927858E10,-3095601.0
-2.128860203323886E10,-3095601.0
-1.700468094382273E10,-3095601.0
-1.774068225499526E12,-3095601.0
-5.570056020177438E8,-3095601.0
-3.3440271109428185E8,-3095601.0
-1.558373202586557E13,-3095601.0
-8.94769478126577E8,-3095601.0
-7.281219619839952E8,-3095601.0
-3.638330143993529E9,-2886217.2422520644
-7.294289194790312E8,-2886217.2422520644
-3.893384501171406E13,-2886217.2422520644
-4.656229033082653E12,-2886217.2422520644
-4.653018777309504E8,-2886217.2422520644
-8.536666038534261E8,-2886217.2422520644
-1.6968296748786152E10,-2886217.2422520644
-2.217027581915988E10,-2886217.2422520644
-1.5122624182416025E11,-2886217.2422520644
-1.4693482917346387E11,-2886217.2422520644
-1.3721261252185617E11,-2886217.2422520644
-2.74999752464884E11,-2886217.2422520644
-1.1721682355527803E11,-2886217.2422520644
-1.1722525076426683E11,-2886217.2422520644
-9.127367543312292E11,-2886217.2422520644
-9.287729909443396E11,-2886217.2422520644
-3.211995021770722E7,-2886217.2422520644
-3.967152459321424E7,-2886217.2422520644
-1.3333477598425564E12,-2886217.2422520644
-3.178019350639776E7,-2886217.2422520644
-3.1081767551912066E7,-2886217.2422520644
-3.1203836371579234E7,-2886217.2422520644
-3.2241834597416252E7,-2886217.2422520644
-3.500234324448394E7,-2886217.2422520644
-2.123778750329808E14,-2886217.2422520644
-4.621217280507327E7,-2886217.2422520644
-4.634094690592872E7,-2886217.2422520644
-3.395211211352748E7,-2886217.2422520644
-2.6986600102681324E7,-2886217.2422520644
-6.6360949218101144E7,-2886217.2422520644
-1.3196326967943234E9,-2886217.2422520644
-3.768773313121786E9,-2886217.2422520644
-3.1130734753392982E9,-2886217.2422520644
-4.681193005905346E9,-2886217.2422520644
-1.1253965175963233E9,-2886217.2422520644
-5.967023746525555E8,-2886217.2422520644
-3.5871898103176966E9,-2886217.2422520644
-2.739463603546339E7,-2886217.2422520644
-1.8211864862806827E7,-2886217.2422520644
-1.8214308690805852E7,-2886217.2422520644
-6.224825214683108E8,-2886217.2422520644
-1.845789016743246E9,-2886217.2422520644
-2.3773951566561943E10,-2886217.2422520644
-6.815791396416029E12,-2886217.2422520644
-5.662309762244984E9,-2886217.2422520644
-1.3350878789259348E11,-2886217.2422520644
-4.813826760304781E9,-2886217.2422520644
-7143422.751738681,-2886217.2422520644
-7149564.039805506,-2886217.2422520644
-7.704968741340407E8,-2886217.2422520644
