-2565.265908687272,-8.0
-2547.5850232393886,-8.0
-6429654.533824666,-8.0
-8257.843824666857,-8.0
-8237.533824666858,-8.0
-832.9232386250786,-8.0
-7344.912377751304,-8.0
-7345.052377751304,-8.0
-3993934.5523777516,-8.0
-3993933.4037417914,-8.0
-7357.338744484857,-8.0
-7357.338305667909,-8.0
-7359.5596634953845,-8.0
-4709.498041064903,-8.0
-728.9559805463483,-8.0
-733.1659805463482,-8.0
-728.5492477768956,-8.0
-728.5437903428959,-8.0
-1090.313790342896,-8.0
-1341785.813790343,-8.0
-1341783.0596726958,-8.0
-1095.029672695837,-8.0
-1095.0296720969586,-8.0
-1083.8451149724401,-8.0
-1083.869232619499,-8.0
-1087.611949572008,-8.0
-1093.851949572008,-8.0
-1099.2143463762688,-8.0
-1090.2892222389403,-8.0
-1100.6592222389402,-8.0
-1100.6569047216801,-8.0
-1102.485592868976,-8.0
-1089.254719375,-8.0
-1093.3047193749999,-8.0
-1099.164719375,-8.0
-1094.7695995767654,-8.0
-1086.7095995767654,-8.0
-1087.9095995767655,-8.0
-1086.6325051814852,-8.0
-721.406094925075,-8.0
-720.2778897968699,-8.0
-726.0778897968698,-8.0
-726.0778897968698,-8.0
-6714.057889796869,-8.0
-5561.07788979687,-8.0
-5551.820524857509,-8.0
-293994.13052485755,-8.0
-293994.13052485755,-8.0
-301913.94388423255,-8.0
-301919.29200243583,-8.0
-9492.445487713498,-8.0
-9489.90002891729,-8.0
-5451.638003676904,-8.0
-714.2780036769035,-8.0
-715.9980036769034,-8.0
-716.0914889545533,-8.0
-716.0826078531765,-8.0
-719.4026078531765,-8.0
-712.0136815509624,-8.0
-705.8876959526527,-8.0
-705.8876959526527,-8.0
-802.770656624899,-8.0
-7359.334848822381,-8.0
-13983.03111545344,-8.0
-13963.774777246546,-8.0
-55514.617798313535,-8.0
-298797.2683609508,-8.0
-298796.26838382287,-8.0
-235358.4395624172,-8.0
-115536.25956241721,-8.0
-88151.48344198415,-8.0
-117313.66395492107,-8.0
-88169.6549484526,-8.0
-59036.42494845261,-8.0
